Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor
346062222,-5.385645542,0.5379200386,-131.0881563,-0.3535315182,-0.4054299367,-1.146799976
346144444,-5.402611067,0.5368703834,-131.2492082,-0.3539776625,-0.4036454175,-1.140313246
346226666,-5.416390738,0.5360193443,-131.4218673,-0.3546293808,-0.4019387263,-1.133405036
346308888,-5.428647737,0.5352634798,-131.5960634,-0.355347953,-0.4002934237,-1.126482987
346391111,-5.440773492,0.5345167577,-131.7789686,-0.3561264858,-0.3986001636,-1.119265709
346473333,-5.458075778,0.5334530605,-131.94658,-0.3565799987,-0.396765513,-1.112697051
346555555,-5.472885448,0.532544284,-132.1315132,-0.3572491373,-0.3949385627,-1.105498996
346637777,-5.488589221,0.5315823331,-132.2986967,-0.3577526184,-0.3931829611,-1.099035872
346720000,-5.500401218,0.5308599222,-132.4785655,-0.3584973194,-0.391525132,-1.092128479
346802222,-5.5155117,0.5299372101,-132.6376008,-0.358957682,-0.389849752,-1.086060479
346884444,-5.532132823,0.5289241038,-132.8358244,-0.359615466,-0.3878626357,-1.078548262
346966666,-5.543185254,0.528251498,-133.0045105,-0.360297068,-0.3863103259,-1.072199471
347048888,-5.558997181,0.5272907356,-133.177822,-0.360806535,-0.3845180934,-1.065718206
347131111,-5.572719129,0.5264583806,-133.3664183,-0.3614987218,-0.382723269,-1.058712648
347213333,-5.589521069,0.5254409866,-133.5169706,-0.361802583,-0.3810342784,-1.053155218
347295555,-5.608335146,0.5243040866,-133.7189039,-0.3623575152,-0.3789350951,-1.045749237
347377777,-5.622119385,0.523472692,-133.8842797,-0.3628734186,-0.377288406,-1.039724561
347460000,-5.640965121,0.5223381469,-134.0858286,-0.3634090121,-0.3751946556,-1.032430796
347542222,-5.653481992,0.5215859694,-134.2433861,-0.3639145835,-0.373655054,-1.026765815
347624444,-5.673077836,0.5204105692,-134.4452242,-0.3644055648,-0.3715316202,-1.019555287
347706666,-5.688642084,0.5194788803,-134.6360224,-0.3649861583,-0.3696530959,-1.012786615
347788888,-5.706293444,0.5184242736,-134.8237124,-0.3654516888,-0.3677074796,-1.00617261
347871111,-5.72308262,0.517423166,-135.0201942,-0.3660023607,-0.3657444527,-0.9992953379
347953333,-5.74142084,0.5163319007,-135.1767794,-0.3662265274,-0.3639735736,-0.9938481958
348035555,-5.757488994,0.5153776137,-135.3590174,-0.3667033489,-0.3621363535,-0.9875458039
348117777,-5.771873942,0.5145247886,-135.5509283,-0.3673054479,-0.3603088481,-0.980951549
348200000,-5.790807775,0.5134044294,-135.7235412,-0.3675871143,-0.3584185006,-0.9750573038
348282222,-5.8134499,0.5120678445,-135.8937868,-0.3676907398,-0.3563944405,-0.969277716
348364444,-5.828912367,0.5111570813,-136.1043674,-0.368341819,-0.3544091789,-0.9621746991
348446666,-5.84570418,0.5101698522,-136.2567244,-0.3685697174,-0.3527458597,-0.9570668535
348528888,-5.865484426,0.5090093719,-136.4365069,-0.368833849,-0.350787874,-0.9510728879
348611111,-5.885070676,0.5078628742,-136.6153704,-0.3690938971,-0.3488472361,-0.9451449584
348693333,-5.904488472,0.5067287863,-136.7960871,-0.3693656972,-0.3469049503,-0.9391910318
348775555,-5.922252857,0.5056934834,-136.9671155,-0.3696427975,-0.345094337,-0.933588695
348857777,-5.939960208,0.5046636096,-137.1547945,-0.370016112,-0.3431813452,-0.9274767614
348940000,-5.958573191,0.5035833243,-137.3192093,-0.3702052105,-0.3413858033,-0.9221528861
349022222,-5.976422289,0.5025495466,-137.5410272,-0.370761411,-0.3392521524,-0.9150147301
349104444,-5.996462967,0.5013913667,-137.7072166,-0.3708871446,-0.3373959522,-0.9096997756
349186666,-6.01885005,0.5001007404,-137.8713765,-0.3708951235,-0.33546618,-0.9044771925
349268888,-6.039304858,0.4989244154,-138.0413819,-0.371014121,-0.3335777185,-0.8990970954
349351111,-6.057545609,0.4978777515,-138.2362444,-0.3713657644,-0.3316168339,-0.8929655497
349433333,-6.0777923,0.4967185568,-138.4157155,-0.3715356302,-0.3296825749,-0.8873511666
349515555,-6.09746931,0.4955945644,-138.5908297,-0.3716985082,-0.3278020612,-0.8819030855
349597777,-6.117466821,0.4944548702,-138.7770121,-0.3719045136,-0.3258414514,-0.8761427716
349680000,-6.138283969,0.4932712477,-138.9686394,-0.3720993514,-0.323818771,-0.870248147
349762222,-6.157009306,0.4922089821,-139.138002,-0.3722515333,-0.3220224807,-0.865066902
349844444,-6.179886456,0.4909142935,-139.3342453,-0.3723702515,-0.3199019215,-0.8590963435
349926666,-6.20093362,0.4897261773,-139.5054616,-0.3724210228,-0.3180162112,-0.8539158418
350008888,-6.220330406,0.4886337717,-139.6739651,-0.3725218557,-0.3162126339,-0.8488431728
350091111,-6.24177898,0.4874286483,-139.8388897,-0.3725095255,-0.3143617989,-0.8439027121
350173333,-6.261957507,0.4862975983,-140.0370925,-0.3727278589,-0.3123448371,-0.8379970255
350255555,-6.282485338,0.485149662,-140.2012523,-0.3727392791,-0.3105408577,-0.8331315616
350337777,-6.305741659,0.4838524195,-140.3772825,-0.3726923808,-0.3085669346,-0.8279400131
350420000,-6.326941331,0.4826729197,-140.5705106,-0.3728198372,-0.3065591564,-0.8222715793
350502222,-6.347162749,0.4815505271,-140.7720804,-0.3730265745,-0.3045358515,-0.81639184
350584444,-6.369570318,0.4803098401,-140.9411087,-0.372959969,-0.3026522823,-0.8114873108
350666666,-6.391495797,0.4790989402,-141.1085157,-0.3729001788,-0.3008010159,-0.806652914
350748888,-6.413746579,0.4778731954,-141.2800846,-0.3728428952,-0.2989163201,-0.8017219154
350831111,-6.432535647,0.4768405911,-141.4607178,-0.3729757339,-0.2970960304,-0.7965559241
350913333,-6.455853569,0.4755621935,-141.6610567,-0.3730095522,-0.2949970743,-0.7908566215
350995555,-6.479756706,0.4742552691,-141.7968762,-0.372680782,-0.293303759,-0.787010689
351077777,-6.498840354,0.4732144332,-141.9924643,-0.3728597411,-0.2913889382,-0.7814974535
351160000,-6.520794273,0.4720198759,-142.2094168,-0.3730164142,-0.2892430084,-0.7754163019
351242222,-6.542563578,0.4708383413,-142.3959748,-0.3730201582,-0.2873059437,-0.7702155965
351324444,-6.566584838,0.4695380134,-142.5748077,-0.3728824336,-0.2853500249,-0.7652546733
351406666,-6.590604543,0.4682413604,-142.7436692,-0.372689742,-0.2834648616,-0.7605920681
351488888,-6.611033157,0.467141383,-142.9157922,-0.3726621122,-0.2816807091,-0.7558608719
351571111,-6.63558639,0.4658227345,-143.1004374,-0.3725134297,-0.2796865473,-0.7508092997
351653333,-6.657795004,0.4646332118,-143.2713732,-0.3723928102,-0.2778625855,-0.7461545387
351735555,-6.6816992,0.4633562656,-143.4493142,-0.3722281489,-0.275944259,-0.7413309815
351817777,-6.706985994,0.4620092814,-143.6011478,-0.3718738972,-0.2741575837,-0.7372326635
351900000,-6.729221711,0.4608280588,-143.8468976,-0.3720926035,-0.2718631903,-0.7306331482
351982222,-6.750536951,0.4596985697,-144.0342404,-0.3720653649,-0.2699817386,-0.7256298598
352064444,-6.776565106,0.4583230978,-144.2382446,-0.371908154,-0.2678514271,-0.7202085359
352146666,-6.797851151,0.4572012851,-144.3827225,-0.3716704393,-0.2662594593,-0.7163858924
352228888,-6.82452904,0.4557991889,-144.5707975,-0.3713999662,-0.2642252177,-0.7114303762
352311111,-6.850687917,0.4544285453,-144.7738826,-0.371214524,-0.2621165388,-0.7061052891
352393333,-6.879303137,0.452933917,-144.9755626,-0.3709109054,-0.2599504442,-0.7008433574
352475555,-6.906778233,0.4515034658,-145.1575033,-0.3705604896,-0.2579540718,-0.6961186611
352557777,-6.926938206,0.4504567402,-145.3349382,-0.3704966271,-0.256209922,-0.6915310511
352640000,-6.952310481,0.449142835,-145.5175534,-0.3702282936,-0.2542838902,-0.6868299767
352722222,-6.980327427,0.4476964273,-145.7177049,-0.3699191967,-0.2521743026,-0.6817010441
352804444,-7.008226171,0.4462607505,-145.8881197,-0.3694789412,-0.2502677955,-0.6773533416
352886666,-7.034013029,0.4449378465,-146.0748456,-0.3691948934,-0.2483240181,-0.6726095688
352968888,-7.06020035,0.4435984117,-146.2812146,-0.36897281,-0.2462490942,-0.6673908958
353051111,-7.089485545,0.4421053015,-146.4667274,-0.3685235777,-0.2442283158,-0.6627210051
353133333,-7.115233821,0.440796674,-146.6371097,-0.3681552453,-0.2424116812,-0.6584496195
353215555,-7.142895977,0.4393950915,-146.8439506,-0.3678545816,-0.2403144883,-0.6532866526
353297777,-7.169215699,0.4380656649,-147.0214823,-0.3674822096,-0.2384498951,-0.6488746635
353380000,-7.19699966,0.4366666426,-147.1929817,-0.3670184187,-0.2365908643,-0.6446294034
353462222,-7.223537944,0.4353345167,-147.3422486,-0.3665120104,-0.2349150648,-0.6409477948
353544444,-7.253027504,0.4338590139,-147.566019,-0.3661813413,-0.2326905009,-0.63545155
353626666,-7.280642525,0.4324818377,-147.7355549,-0.3657037282,-0.230870793,-0.6313055493
353708888,-7.30773095,0.4311351705,-147.9311092,-0.3653483945,-0.2289062818,-0.6265424599
353791111,-7.335898795,0.4297392883,-148.1167214,-0.3649027483,-0.226984229,-0.6220403384
353873333,-7.366098445,0.428247738,-148.2959838,-0.3643421583,-0.2250575856,-0.6177094263
353955555,-7.395704904,0.4267905108,-148.5215669,-0.3639826446,-0.2228604374,-0.6122831425
354037777,-7.423935332,0.4254056302,-148.7071952,-0.3635193482,-0.2209607062,-0.6078375396
354120000,-7.45434754,0.4239187471,-148.8511319,-0.3628007778,-0.2192776774,-0.6044024455
354202222,-7.482866951,0.4225291271,-149.0336577,-0.3623059262,-0.2174057936,-0.6000613786
354284444,-7.513514701,0.4210408802,-149.2306637,-0.3617725598,-0.215397395,-0.5953945072
354366666,-7.540677493,0.4197262444,-149.4147096,-0.3613308589,-0.2135652841,-0.5910518818
354448888,-7.574629063,0.4180888128,-149.5916437,-0.3605764562,-0.2116196462,-0.5868925787
354531111,-7.600096931,0.4168647314,-149.7579927,-0.3601318479,-0.2099553676,-0.5829958355
354613333,-7.635367596,0.4151754071,-149.9670384,-0.3594329672,-0.2077945157,-0.5781175759
354695555,-7.66493646,0.4137644529,-150.1845022,-0.3589948645,-0.2057272703,-0.573064661
354777777,-7.697843851,0.4121998291,-150.3683491,-0.3582931341,-0.2038007096,-0.5688099777
354860000,-7.727732235,0.4107838758,-150.530727,-0.3576365148,-0.2020878916,-0.5650650403
354942222,-7.757668701,0.4093705203,-150.7083047,-0.3570284862,-0.2002870015,-0.5609832526
355024444,-7.787528756,0.4079656166,-150.8657337,-0.3563503,-0.1986212677,-0.5573764569
355106666,-7.822694793,0.4063172499,-151.0357681,-0.3554959779,-0.1967646239,-0.5534932493
355188888,-7.853869872,0.4048615248,-151.2324221,-0.3548931717,-0.1948427338,-0.5490179844
355271111,-7.885023073,0.4034120313,-151.4508151,-0.3543600236,-0.1927958522,-0.5440677259
355353333,-7.917835858,0.4018909319,-151.6038445,-0.3535356099,-0.191125335,-0.5406112696
355435555,-7.952791907,0.4002767866,-151.7858601,-0.3527186229,-0.1892381541,-0.5365130781
355517777,-7.983618491,0.3988587056,-151.9709194,-0.3520762479,-0.1874315412,-0.5323606527
355600000,-8.015779727,0.3973845826,-152.1678009,-0.3514146315,-0.1855323779,-0.5279586029
355682222,-8.050302156,0.3958082956,-152.3598057,-0.3506379991,-0.18362244,-0.5236809485
355764444,-8.08594277,0.3941875119,-152.5518929,-0.3498133019,-0.1816987847,-0.5194164537
355846666,-8.117056258,0.3927780296,-152.7527961,-0.3491951772,-0.1798257733,-0.5149720988
355928888,-8.154274759,0.3910986007,-152.9231203,-0.3482328471,-0.1780224695,-0.5112167648
356011111,-8.188159319,0.3895758564,-153.1021141,-0.3474292895,-0.1762448202,-0.5072825624
356093333,-8.220295509,0.3881371607,-153.2666088,-0.3466489386,-0.1745994526,-0.5036780243
356175555,-8.254442368,0.3866142715,-153.4776669,-0.3459271295,-0.172641293,-0.4990683826
356257777,-8.290843789,0.3849974124,-153.6719044,-0.3450612681,-0.170750487,-0.4948410697
356340000,-8.328990079,0.3833103059,-153.825097,-0.3440024757,-0.1690830781,-0.4915170384
356422222,-8.361641602,0.3818720916,-154.0219638,-0.3432885089,-0.1672701228,-0.4872581474
356504444,-8.398314065,0.3802631984,-154.2228714,-0.3424241337,-0.1653656939,-0.4829265162
356586666,-8.434338421,0.3786893391,-154.3819192,-0.341462711,-0.1637340299,-0.47950779
356668888,-8.474192735,0.3769557421,-154.5754234,-0.3404480387,-0.1618356094,-0.4753606747
356751111,-8.509196427,0.3754396866,-154.7483995,-0.3395638827,-0.1601603192,-0.4716647658
356833333,-8.548198804,0.3737576236,-154.9620314,-0.338634696,-0.1581812373,-0.467114679
356915555,-8.586821423,0.372099365,-155.1011122,-0.3375135427,-0.1566606074,-0.4641609522
356997777,-8.622565268,0.3705712621,-155.3261913,-0.3367377722,-0.1546956143,-0.4593948973
357080000,-8.666919307,0.3686837826,-155.5143808,-0.3355263273,-0.1528064634,-0.4554231695
357162222,-8.70301489,0.3671548382,-155.7109882,-0.3346550924,-0.1510253103,-0.4512864551
357244444,-8.744067044,0.3654236471,-155.9104872,-0.3335985002,-0.1491525479,-0.4471019736
357326666,-8.782425549,0.3638134264,-156.0906072,-0.3325936961,-0.147450475,-0.4433351464
357408888,-8.821298785,0.362188837,-156.2763412,-0.3315826277,-0.1457179284,-0.4394618905
357491111,-8.861416968,0.360519825,-156.4547764,-0.3305047671,-0.1440178572,-0.4357512252
357573333,-8.905140422,0.3587095828,-156.6149062,-0.3292444308,-0.1423751018,-0.4324297952
357655555,-8.947202885,0.3569766879,-156.7993284,-0.3281082407,-0.1406319242,-0.4286144229
357737777,-8.985693558,0.3553982804,-156.978794,-0.3270944235,-0.1389862433,-0.4249116871
357820000,-9.027398478,0.3536959412,-157.1141447,-0.3258535065,-0.1375511217,-0.4221256454
357902222,-9.059415676,0.3523945768,-157.3917672,-0.3253148116,-0.1354703331,-0.4164284203
357984444,-9.11120386,0.3502997336,-157.4969277,-0.3236275655,-0.1340712578,-0.4142763847
358066666,-9.15508371,0.3485345328,-157.6983061,-0.3224636268,-0.1322631088,-0.4101644272
358148888,-9.200670033,0.3467101041,-157.9376616,-0.3213225099,-0.13022957,-0.4052923962
358231111,-9.218787381,0.3459876771,-158.0542821,-0.3209168361,-0.1293052859,-0.4029245941
358313333,-9.279573601,0.3435748139,-158.238465,-0.3190899315,-0.1273784455,-0.3991929325
358395555,-9.328029164,0.3416634656,-158.3938179,-0.3176570838,-0.1258089855,-0.3960528252
358477777,-9.376110679,0.3397773822,-158.5686321,-0.3162837865,-0.1241500538,-0.3925274046
358560000,-9.421035032,0.338024554,-158.7733287,-0.3150914009,-0.1223846728,-0.3884100692
358642222,-9.473381299,0.3359935459,-158.8981952,-0.3134625561,-0.1209664779,-0.3859040754
358724444,-9.509199783,0.3346108436,-159.0895505,-0.3125731718,-0.1194254115,-0.3820718549
358806666,-9.559073159,0.3326950521,-159.1843704,-0.3109796377,-0.1182271655,-0.3801765492
358888888,-9.602405289,0.3310394376,-159.4346589,-0.3099430218,-0.1162859944,-0.3751850701
358971111,-9.653269743,0.3291065401,-159.5186258,-0.3083023947,-0.115155322,-0.3735141991
359053333,-9.700192873,0.3273334263,-159.7388857,-0.3070794014,-0.1133552522,-0.3691398761
359135555,-9.752628839,0.3253632954,-159.841044,-0.3054315846,-0.1121285919,-0.3671152478
359217777,-9.788730251,0.324013785,-160.0137784,-0.3045000036,-0.1107460188,-0.3636979227
359300000,-9.844130281,0.3219537485,-160.2232551,-0.3029643298,-0.1089349854,-0.359563733
359382222,-9.890000789,0.3202579804,-160.4523714,-0.3017994889,-0.1071552263,-0.3550543663
359464444,-9.948121415,0.3181221649,-160.6219309,-0.300100458,-0.1055529577,-0.3517254135
359546666,-9.993630408,0.3164597492,-160.7834747,-0.29882708,-0.104159249,-0.3485602743
359628888,-10.04044015,0.3147588809,-160.9431408,-0.2975085276,-0.10277076,-0.3454380311
359711111,-10.09230269,0.312885088,-161.0784619,-0.2959778816,-0.1014601985,-0.3427965562
359793333,-10.14958999,0.3108282624,-161.2254189,-0.2942897551,-0.1000387362,-0.3399327857
359875555,-10.2004837,0.3090123345,-161.3971069,-0.2928671517,-0.09857714896,-0.3365933952
359957777,-10.25636385,0.3070307032,-161.5352491,-0.291224359,-0.0972431253,-0.3339113721
360040000,-10.30931522,0.3051646608,-161.7183835,-0.2897618327,-0.09572643558,-0.3303624728
360122222,-10.36194579,0.3033211618,-161.8735589,-0.2882680175,-0.09436777667,-0.3273612435
360204444,-10.41667233,0.3014160566,-161.982407,-0.2866350913,-0.0932307011,-0.3252592022
360286666,-10.46998577,0.2995716502,-162.1211688,-0.2851047051,-0.09196999908,-0.3225832385
360368888,-10.52871705,0.2975528728,-162.2741412,-0.2834263026,-0.09059383612,-0.3196380692
360451111,-10.58143343,0.2957524346,-162.3904947,-0.281893621,-0.08947339837,-0.3174012879
360533333,-10.64050648,0.2937478361,-162.5281317,-0.2801956268,-0.08819411492,-0.3147590701
360615555,-10.69750103,0.2918266492,-162.6557663,-0.2785575642,-0.08699699181,-0.3123124373
360697777,-10.75537014,0.2898888376,-162.7742983,-0.2768860528,-0.08584667664,-0.31004334
360780000,-10.80485682,0.2882419312,-162.9362239,-0.2755531535,-0.08458055615,-0.3069482423
360862222,-10.861169,0.2863792516,-163.0185985,-0.2738930048,-0.0836402873,-0.3053757702
360944444,-10.92344145,0.2843334323,-163.1246446,-0.2720896182,-0.08253932643,-0.3033534576
361026666,-10.98002261,0.282487262,-163.2442462,-0.270493535,-0.08143893865,-0.3010753608
361108888,-11.03617499,0.2806669339,-163.3601743,-0.2689136591,-0.08037021661,-0.2988699677
361191111,-11.09423477,0.2787971062,-163.450751,-0.2672480067,-0.07941240043,-0.29714871
361273333,-11.15283806,0.2769224063,-163.5795888,-0.265627664,-0.07828130849,-0.2947031469
361355555,-11.21045421,0.2750915748,-163.6785665,-0.2640054481,-0.07730781267,-0.2928265807
361437777,-11.26589595,0.2733412664,-163.7879114,-0.2624717966,-0.07631516199,-0.2907556659
361520000,-11.32668812,0.271434842,-163.8771198,-0.2607588581,-0.07537699518,-0.2890678221
361602222,-11.38653503,0.2695710489,-163.9740871,-0.2590946921,-0.07442103811,-0.2872349005
361684444,-11.44213574,0.2678509634,-164.088708,-0.2575888693,-0.0734310084,-0.2850705801
361766666,-11.50592469,0.2658910783,-164.1806151,-0.2558206711,-0.07248344461,-0.283336934
361848888,-11.5637831,0.2641258119,-164.297787,-0.2542689783,-0.07148238352,-0.2811289996
361931111,-11.62191233,0.2623640845,-164.3800297,-0.2526746579,-0.07064297615,-0.2795807729
362013333,-11.67847763,0.260661037,-164.4570774,-0.2511286586,-0.0698467827,-0.278131469
362095555,-11.74159897,0.25877365,-164.5574435,-0.2494313769,-0.06890421015,-0.2762451581
362177777,-11.80138628,0.2569985578,-164.6576986,-0.2478397302,-0.06799799145,-0.2743627561
362260000,-11.86162466,0.2552223876,-164.7401864,-0.2462238225,-0.06717362852,-0.2728153102
362342222,-11.92170044,0.2534632377,-164.8389133,-0.2446412828,-0.06628918175,-0.2709648224
362424444,-11.98216822,0.2517048531,-164.9164387,-0.2430329495,-0.06550052321,-0.2695129337
362506666,-12.04489946,0.2498935386,-165.0338225,-0.2414167606,-0.0645347066,-0.2673165957
362588888,-12.10623094,0.2481352436,-165.1046402,-0.2397971303,-0.06378428813,-0.2659927083
362671111,-12.1708088,0.2462972484,-165.1835297,-0.2381078446,-0.06298403664,-0.2645189483
362753333,-12.23375052,0.2445189228,-165.2402693,-0.2364504549,-0.06229515212,-0.2634596416
362835555,-12.29534447,0.2427911077,-165.3365972,-0.2348833142,-0.06146015531,-0.2616625005
362917777,-12.36187583,0.2409385036,-165.4044869,-0.2331631548,-0.06071495494,-0.2603968667
363000000,-12.43065148,0.2390382638,-165.5125691,-0.231437455,-0.05979963207,-0.2583835537
363082222,-12.4936289,0.2373113746,-165.5907808,-0.2298463023,-0.05905392314,-0.2569278798
363164444,-12.56112951,0.2354743053,-165.6778828,-0.2281558376,-0.05824999759,-0.255307943
363246666,-12.63102824,0.2335869565,-165.754847,-0.2264045616,-0.057479046,-0.2538775968
363328888,-12.69660735,0.2318299986,-165.8188914,-0.2247652528,-0.05679550499,-0.2526881014
363411111,-12.76606969,0.2299834134,-165.8890068,-0.2230437227,-0.0560702077,-0.2513866206
363493333,-12.83366721,0.2282005252,-165.9470662,-0.2213708961,-0.05541124495,-0.25030953
363575555,-12.9056592,0.2263169284,-166.0033624,-0.219597561,-0.05473813346,-0.2492656713
363657777,-12.97589941,0.2244941505,-166.0799611,-0.2179012969,-0.05400600349,-0.2478461774
363740000,-13.04903276,0.2226118925,-166.1244476,-0.2161158318,-0.05338540941,-0.2470222055
363822222,-13.12136422,0.2207657966,-166.1848429,-0.2143792947,-0.05271674274,-0.2459040777
363904444,-13.1964169,0.2188664304,-166.2217967,-0.2125685388,-0.05212610389,-0.2452202202
363986666,-13.26775581,0.2170761994,-166.2640037,-0.2108678491,-0.05154441347,-0.244439414
364068888,-13.34594074,0.2151309837,-166.2915024,-0.209002759,-0.05098222117,-0.2439308524
364151111,-13.42444268,0.2131954177,-166.2924905,-0.2071232008,-0.05051995466,-0.2439125818
364233333,-13.50107909,0.2113226487,-166.3367217,-0.2053423685,-0.04991766775,-0.243094828
364315555,-13.57955051,0.2094220827,-166.3348684,-0.2034939869,-0.049475307,-0.2431290858
364397777,-13.65579928,0.2075917242,-166.3463732,-0.2017252839,-0.04900238565,-0.2429164293
364480000,-13.73330376,0.2057476162,-166.3167052,-0.1999081144,-0.04867060085,-0.2434648589
364562222,-13.81209726,0.2038896297,-166.305119,-0.1980931038,-0.04827114383,-0.2436790726
364644444,-13.88688439,0.2021416379,-166.2671933,-0.1963630859,-0.04798729314,-0.2443804187
364726666,-13.96903741,0.2002387519,-166.2237407,-0.1944784905,-0.04768306296,-0.2451842507
364808888,-14.04416192,0.1985143492,-166.1861189,-0.1927726118,-0.04739901853,-0.2458804603
364891111,-14.12541963,0.1966658794,-166.1633281,-0.1909589126,-0.04703362404,-0.2463023244
364973333,-14.20287624,0.1949199037,-166.085612,-0.1892001985,-0.0468727399,-0.2477414944
365055555,-14.2836506,0.1931156499,-166.0663901,-0.1874332984,-0.04650175154,-0.2480976003
365137777,-14.36167629,0.1913886529,-165.9790694,-0.1856866655,-0.04636894145,-0.2497160544
365220000,-14.4425945,0.1896139454,-165.9136394,-0.1839122505,-0.04614902414,-0.250929582
365302222,-14.52053497,0.1879201073,-165.8513966,-0.1822195528,-0.04593475054,-0.252084641
365384444,-14.60447242,0.1861128584,-165.7564297,-0.1803914749,-0.04579204986,-0.2538481926
365466666,-14.68330482,0.1844313558,-165.6792334,-0.1787003624,-0.04561913483,-0.2552828333
365548888,-14.76236443,0.1827602647,-165.578227,-0.1770012304,-0.04551789529,-0.2571614625
365631111,-14.84597557,0.1810094387,-165.4772957,-0.175225888,-0.04539058346,-0.2590403962
365713333,-14.93018691,0.1792629978,-165.3681084,-0.1734492685,-0.04528326001,-0.2610749553
365795555,-15.01466862,0.1775278808,-165.266184,-0.1716903764,-0.04515044989,-0.2629760086
365877777,-15.09112251,0.1759721233,-165.0771318,-0.1700371773,-0.04531607347,-0.2665068557
365960000,-15.17535374,0.174273885,-164.9393177,-0.1682877806,-0.04528366035,-0.2690846608
366042222,-15.25399714,0.1727031039,-164.7565904,-0.1666269894,-0.04540714145,-0.2725077229
366124444,-15.3392312,0.1710166677,-164.6364746,-0.164905261,-0.04530955239,-0.274761109
366206666,-15.41629792,0.1695060111,-164.4661474,-0.1633143617,-0.04539501161,-0.2779609285
366288888,-15.49715778,0.1679353451,-164.2641491,-0.1616415043,-0.04554452994,-0.2817625964
366371111,-15.57850476,0.1663699024,-164.0965808,-0.1600020876,-0.04558811678,-0.2849220124
366453333,-15.65785388,0.1648569672,-163.8897754,-0.1583829767,-0.04574551724,-0.2888284978
366535555,-15.73645769,0.163371808,-163.6916157,-0.1567984144,-0.04587597315,-0.2925793181
366617777,-15.81982157,0.1618113278,-163.4745238,-0.1551274447,-0.04602588089,-0.2966972154
366700000,-15.89989008,0.160326568,-163.2691384,-0.1535395553,-0.04615423454,-0.3006015906
366782222,-15.97673583,0.1589143839,-163.0160672,-0.1519836042,-0.04641945108,-0.3054240707
366864444,-16.05827552,0.1574295392,-162.8072199,-0.1503948974,-0.04653423089,-0.3094136284
366946666,-16.13488543,0.1560471094,-162.5622849,-0.1488756957,-0.04676245928,-0.3141040522
367028888,-16.21144074,0.1546777917,-162.2790055,-0.1473383324,-0.04708115382,-0.3195445004
367111111,-16.29164908,0.153256021,-162.0209834,-0.1457724719,-0.04730533197,-0.3245148509
367193333,-16.36553357,0.1519579134,-161.7267165,-0.1442949473,-0.04764636009,-0.3302011676
367275555,-16.443354,0.1506025413,-161.4380891,-0.142768233,-0.04794118364,-0.3357972754
367357777,-16.51571966,0.1493530229,-161.1618662,-0.141352863,-0.04822544526,-0.3411706295
367440000,-16.5893729,0.148091917,-160.8267686,-0.1398772456,-0.0486371467,-0.3477130714
367522222,-16.65855597,0.1469170508,-160.5453049,-0.1385288429,-0.04893239724,-0.3532289465
367604444,-16.7298235,0.1457165315,-160.2373619,-0.1371340399,-0.04927030175,-0.3592857162
367686666,-16.79751881,0.1445852731,-159.8944192,-0.1357743585,-0.04970135582,-0.3660584838
367768888,-16.86769922,0.1434217571,-159.5571723,-0.1343892234,-0.05009328342,-0.3727477708
367851111,-16.93186076,0.1423662225,-159.2284141,-0.1331126552,-0.05048922988,-0.3792969931
367933333,-16.99760364,0.1412927306,-158.8579941,-0.1317822258,-0.05096156073,-0.3867104263
368015555,-17.06126228,0.1402609855,-158.5146557,-0.1305144299,-0.05137244061,-0.3936150252
368097777,-17.12605386,0.1392186144,-158.193861,-0.12925697,-0.05171516522,-0.4000957567
368180000,-17.18929593,0.1382086432,-157.8157915,-0.1279777052,-0.05218559201,-0.4077709623
368262222,-17.24772096,0.137282112,-157.4615164,-0.1267968185,-0.05262076665,-0.4150006859
368344444,-17.31226285,0.1362657961,-157.1012759,-0.1255272434,-0.05302148945,-0.4223902957
368426666,-17.36959469,0.1353693257,-156.7347799,-0.1243619473,-0.05346924713,-0.4299486161
368508888,-17.42528082,0.1345042351,-156.3736575,-0.1232298973,-0.05390530279,-0.4374368879
368591111,-17.48623502,0.1335636408,-155.9837769,-0.1220010705,-0.05435977316,-0.4455680016
368673333,-17.53944983,0.1327478538,-155.5973923,-0.1208888055,-0.05484422858,-0.453674998
368755555,-17.59622037,0.1318830498,-155.2224908,-0.1197421679,-0.05527162078,-0.4615886097
368837777,-17.64398042,0.1311598705,-154.8300185,-0.1187062412,-0.05578297162,-0.4699245047
368920000,-17.69490022,0.1303932137,-154.4238339,-0.1176162679,-0.0562921283,-0.4786083532
369002222,-17.7500439,0.1295680149,-154.0597716,-0.1165141502,-0.05667736136,-0.4864418722
369084444,-17.79585764,0.1288864074,-153.6699903,-0.1155149893,-0.05716636483,-0.4948826572
369166666,-17.84533877,0.1281542642,-153.2562146,-0.1144453152,-0.0576696216,-0.503905481
369248888,-17.89337894,0.1274474215,-152.8047183,-0.1133586204,-0.05824661725,-0.5138260949
369331111,-17.93615811,0.126821269,-152.4455573,-0.1124361452,-0.05866640892,-0.5217753493
369413333,-17.98159501,0.1261595844,-151.9843586,-0.1113761282,-0.05925874455,-0.5320596568
369495555,-18.02370825,0.1255493843,-151.6098318,-0.110449582,-0.05969537459,-0.5404762383
369577777,-18.06108785,0.1250102453,-151.166578,-0.1095121643,-0.06028803623,-0.5505145172
